Info_Codice,Info_IDVar,Info_Pack,Tassonomia_Famiglia,Tassonomia_Genere,Tassonomia_Specie,Tassonomia_Varieta,Classificazione_Pianta,Classificazione_Ortaggio,Classificazione_Varieta,Trapianto_Mesi,Distanze_Piante,Distanze_Piante_Range,Distanze_File,Raccolta_Min,Raccolta_Max,Raccolta_Udm,Produzione_Peso,Produzione_Range,Produzione_Udm,Booleans_Perenne,Booleans_Mezzombra,Booleans_F1,Descrizione
H358,192,9,Composite,Cichorium,intybus,,Cicoria,Radicchio,Rosso di Verona precoce,000000111110,25,0,40,70,70,giorni,300,0,g/unità,0,0,0,"Eccellente selezione, dalla tipica forma ovale. Le foglie sono molto carnose, dal caratteristico sapore amarognolo. Può raggiungere i 350 g. Matura a 70 gg dal trapianto."
H352,193,9,Composite,Cichorium,intybus,,Cicoria,Radicchio,Rosso di Verona tardivo,000000111110,30,0,40,110,110,giorni,400,0,g/unità,0,0,0,"Selezione dal sapore amarognolo, con le tipiche foglie carnose. Pianta vigorosa che resiste discretamente al freddo. Raggiunge il peso di 400 g. Matura a circa 100-110 gg dal trapianto."
H343,201,9,Composite,Cichorium,intybus,,Cicoria,Radicchio,Variegato di Castelfranco autunnale,000000111110,35,0,40,90,90,giorni,300,0,g/unità,0,0,0,"Consigliato per chi ama il radicchio dolce, privo di sfumature amarognole. Cespi aperti, voluminosi, con cuore autoimbiancante a maturazione. Le foglie interne diventano color crema, variegate in viola chiaro, che diventa più marcato con il freddo. Si raccoglie a 90 giorni dal trapianto."
H353,200,9,Composite,Cichorium,intybus,,Cicoria,Radicchio,Variegato di Castelfranco precoce,000000111110,30,0,40,80,80,giorni,400,0,g/unità,0,0,0,"Il radicchio dolce, con cespi compatti e cuore autoimbiancante a maturazione. Le foglie interne diventano color crema, variegate in viola chiaro, che diventa più marcato con il freddo. Si raccoglie a 80 giorni dal trapianto."
H359,202,9,Composite,Cichorium,intybus,,Cicoria,Radicchio,Variegato di Castelfranco tardivo,000000111110,35,0,40,110,110,giorni,500,0,g/unità,0,0,0,"Varietà con cespi molto voluminosi, aperti, con cuore autoimbiancante a maturazione. Le foglie interne diventano color crema, variegate in viola chiaro. Si raccoglie a 110 giorni dal trapianto."
H074,136,6,Crucifere,Brassica,oleracea,a.,Rapa,Rapa,Bianca,000111111100,20,0,40,45,45,giorni,350,0,g/unità,0,1,1,"Il cavolo rapa si trapianta da marzo a settembre. Raccolta a circa 60 giorni dal trapianto. Di facile coltivazione. Ottimo per zuppe e crudo in insalata. Ha un sapore intermedio tra cavolo e rapa. Polpa tenera, priva di fibrosità e gusto delicato. Pianta poco ingombrante, salva spazio nell’orto."
H077,612,6,Crucifere,Brassica,oleracea,a.,Rapa,Rapa,Violetta,000011111100,20,0,40,45,45,giorni,350,0,g/unità,0,1,1,"Il cavolo rapa si trapianta da marzo a settembre. Raccolta a circa 60 giorni dal trapianto. Di facile coltivazione. Ottimo per zuppe e crudo in insalata. Ha un sapore intermedio tra cavolo e rapa. Polpa tenera, priva di fibrosità e gusto delicato. Pianta poco ingombrante, salva spazio nell’orto."
H557,618,12,Crucifere,Raphanus,sativus,,Ravanello,Ravanello,Tondo rosso,011110000000,5,0,15,10,10,giorni,500,0,g/mq,0,1,0,"Raccolta rapidissima a pochi giorni dal trapianto, oppure consumato direttamente dal pack. Ottimo per pinzimonio."
H480,108,9,Crucifere,Diplotaxis,tenuifolia,,Rucola,Rucola,Selvatica,011111111100,5,0,15,30,30,giorni,1500,0,g/mq,0,1,0,"La rucola selvatica Letizia ha un aroma gradevole, non eccessivamente intenso. Di facile coltivazione, ricaccia molte volte dopo il taglio. Dopo l’attecchimento, irrigare con moderazione. La protezione con tessuto non tessuto velocizza la ricrescita e permette di avere foglie più tenere."
H507,80,12,Liliacee,Allium,ascalonicum,,Scalogno,Scalogno,Rosso francese,111111000000,15,0,30,90,90,giorni,200,0,g,0,0,1,"Varietà ibrida di alta qualità, con bulbi di grandi dimensioni, usatissimo per salse e ragù di alta cucina, ma anche con sedano e carote nei sof ritti e per i sughi in ricette raffinate. Consigli: non ama l’umidità e richiede pochissime irrigazioni. Quando le foglie ingialliscono si estirpano le piante e si fanno seccare al sole per 10/15 giorni. Si conserva per molti mesi."
H391,588,6,Ombrellifere,Apium,graveolens,,Sedano,Sedano,Dorato,011111111100,25,0,40,90,90,giorni,700,0,g/unità,0,1,1,"Varietà pregiata auto imbiancante, che non necessita di legatura per l’imbiancatura delle coste. Concimare generosamente con sostanza organica a pronto effetto, per uno sviluppo ottimale."
H394,587,6,Ombrellifere,Apium,graveolens,,Sedano,Sedano,Profumato,011111111100,25,0,40,90,90,giorni,800,0,g,0,1,1,"Sedano con aroma molto gradevole ed intenso, per utilizzo “da odori”. Raccogliere gradualmente le coste partendo dall’esterno. Concimare generosamente con sostanza organica a pronto effetto, per uno sviluppo ottimale."
H390,586,6,Ombrellifere,Apium,graveolens,,Sedano,Sedano,Verde,001111111100,25,0,40,90,90,giorni,1000,0,g/unità,0,1,1,"Il sedano dei professionisti: con coste piene e gustose, per utilizzo in pinzimonio ed insalate miste. Fasciare le coste con un telo scuro prima della raccolta, per avere un cuore più tenero e buono. Concimare generosamente con sostanza organica a pronto effetto, ed irrigare con costanza, senza ristagni, per uno sviluppo ottimale."
H395,709,6,Ombrellifere,Apium,graveolens,,Sedano,Sedano,Verde primaverile,011100000000,25,0,40,90,90,giorni,700,0,g/unità,0,1,1,"Varietà in esclusiva: sedano verde, con pianta compatta, con elevata resistenza alla pre fioritura primaverile, che ne consente il trapianto anticipato rispetto alle varietà classiche. Concimare generosamente con sostanza organica a pronto effetto, per uno sviluppo ottimale."
H392,590,6,Ombrellifere,Apium,graveolens,,Sedano rapa,Sedano rapa,,001111111000,20,0,40,150,150,giorni,400,0,g/unità,0,1,1,"Il sedano rapa di altissima qualità, sapore delicato."
H510,109,12,Chenopodiacee,Spinacea,oleracea,,Spinacio,Spinacio,Semi bolloso,011111111100,5,0,25,30,30,giorni,2000,0,g/mq,0,1,1,"Spinacio a foglia riccia, spessa ed elastica. Rustico e molto resistente alle principali malattie. Colore verde lucente molto attraente. Irrigare dopo ogni taglio per ottenere qualche ricaccio. Grande qualità gustativa. Facilissimo da coltivare. Adatto alla surgelazione e al taglio da spinacino."
H511,110,12,Valerianacee,Valerianella,locusta,,Valeriana,Valeriana,Verde,111111111110,5,0,25,40,40,giorni,1000,0,g/mq,0,0,1,"Varietà precoce a foglia carnosa ed arrotondata, resiste molto bene al freddo ed all’umidità. Sapore gustoso e ricercato. Le foglie, molto ricche di sali minerali, vengono consumate crude in insalata. Attenzione a maneggiare le foglie, molto delicate. Facilissima da coltivare. Trapiantare a mezz’ombra in estate."
H094,142,6,Crucifere,Brassica,oleracea,s.,Cavolo,Verza,Chiara autunnale,000011111110,50,0,50,80,80,giorni,3000,0,g/unità,0,0,1,"È considerata la verza di migliore qualità per il consumo da cruda, affettata, grazie al suo sapore dolce. Vigorosa e facile da coltivare in tutti i terreni. Si trapianta da marzo a settembre. Ha un ciclo di circa 80-90 giorni. Testa chiara, semi bollosa, di forma tonda appiattita. Resiste molto bene al gelo. Raggiunge facilmente oltre i 2 kg di peso."
H096,141,6,Crucifere,Brassica,oleracea,s.,Cavolo,Verza,Chiara tardiva,000011111110,50,0,50,100,100,giorni,3000,0,g,0,0,1,"Bellissima varietà a ciclo tardivo per raccolta invernale. Pianta molto vigorosa e sana. Foglia chiara con superficie semi-bollosa. Si coltiva da luglio fino ad ottobre. Si raccoglie a circa 100 giorni dal trapianto. Testa del peso di 2/4 kg. e più. Eccezionale resistenza alla sovramaturazione e grande tenuta alle basse temperature."
H092,139,6,Crucifere,Brassica,oleracea,s.,Cavolo,Verza,Rossa,000011111100,40,0,50,130,130,giorni,1500,0,g/unità,0,0,1,"Varietà migliorativa della tipologia rossa di Verona, a ciclo tardivo per raccolta invernale. Si trapianta da maggio a settembre e si raccoglie dopo circa 120 giorni. Ha foglie quasi prive di bollosità, con la caratteristica colorazione esterna viola-rossastra, molto attraente. Ha testa appiattita e compatta, che può raggiungere i 2 kg di peso. Buonaresistenza alle basse temperature."
H090,145,6,Crucifere,Brassica,oleracea,s.,Cavolo,Verza,Scura autunnale,000011111110,40,0,50,100,100,giorni,2000,500,g,0,0,1,"Varietà di facile coltivazione, si coltiva da aprile fino ad ottobre. Si raccoglie a circa 90 giorni dal trapianto. Maturazione medio-precoce con foglie scure e molto bollose. Testa rotondeggiante, compatta del peso di 1,5/3 kg. Buona resistenza alla sovramaturazione ed alle spaccature."
H106,661,6,Crucifere,Brassica,oleracea,s.,Cavolo,Verza,Scura invernale,000001011110,50,0,50,120,120,giorni,1750,250,g/unità,0,0,1,"Verza invernale vigorosa dalla foglia scura per trapianto estivo, fino alla prima decade di agosto in Pianura Padana. Estremamente facile da coltivare, è resistente alle spaccature ed al gelo. Cresce anche nei periodi freddi. Si raccoglie a circa 120 giorni dal trapianto. Normalmente raggiunge 1,5- 2 kg di peso."
H095,144,6,Crucifere,Brassica,oleracea,s.,Cavolo,Verza,Scura precoce,111111111000,35,0,50,70,70,giorni,1250,250,g/unità,0,0,1,"Verza caratterizzata da ciclo precoce e pianta compatta, si trapianta da marzo a settembre. Si raccoglie a circa 70 giorni dal trapianto. Pianta molto sana, di facile coltivazione, con foglie scure e bollose. Testa tondeggiante, compatta, con buona resistenza alla sovramaturazione, che può superare il peso di 1,5 kg."
H091,143,6,Crucifere,Brassica,oleracea,s.,Cavolo,Verza,Scura tardiva,000001111110,40,0,50,130,130,giorni,1250,250,g/unità,0,0,1,"È la varietà di verza scura tardiva più apprezzata nel mercato professionale per la bellezza della sua testa di colorazione verde scuro bluastro a bollosità molto fine. Si trapianta da giugno a settembre. La raccolta avviene dopo circa 120 giorni. A maturazione può rimanere a lungo in campo senza spaccarsi. Il peso può raggiungere 1,5 kg."
H424,339,4,Cucurbitacee,Cucurbita,maxima,,Zucca,Zucca,Delica tonda,001111000000,100,0,200,110,110,giorni,1500,0,g,0,0,1,"Piccola zucca, di qualità eccellente, tra le più coltivate e richieste. La buccia, di colore verde, a maturazione perde brillantezza e assume riflessi bruno-rossicci. I frutti del peso di 1/1,5 Kg hanno polpa molto dolce. Conservabilità buona."
H414,340,4,Cucurbitacee,Cucurbita,maxima,,Zucca,Zucca,Marina di Chioggia,001111000000,100,0,200,130,130,giorni,5000,0,g,0,0,0,"Può arrivare a 5 Kg di peso. Polpa dal sapore ottimo. Eccellente al forno, per gnocchi, ripieni e minestroni. Ottima conservabilità. I semi, di grandi dimensioni, si utilizzano tostati."
H415,325,4,Cucurbitacee,Cucurbita,pepo,,Zucca,Zucca,Trombetta di Albenga,001111111000,100,0,200,50,100,giorni,4000,0,g,0,0,0,"Si può coltivare anche su reti e pergolati. Si utilizzano prevalentemente i giovani frutti con il fiore, della lunghezza di 20-30 cm, dal sapore dolce e delicato, consumati come le zucchine. La zucca matura ha buona conservabilità."
H423,338,4,Cucurbitacee,Cucurbita,maxima,,Zucca,Zucca,Violina,001111000000,100,0,200,120,120,giorni,4000,1000,g,0,0,0,"La zucca più dolce, del peso di circa 2,5/5 kg. Polpa di colore giallo-arancio dal sapore gradevolmente dolce. Si conserva fino a Natale. Perfetta per i tortelli, vellutate e al forno."
H419,319,4,Cucurbitacee,Cucurbita,pepo,,Zucchino,Zucchino,Alberello di Sarzana,001111110000,80,0,100,40,40,giorni,3000,0,g,0,0,1,"Zucchino dal ciclo precoce, dai caratteristici frutti cilindrici, lunghi circa 20 cm. con fiore persistente. Pianta compatta ed eretta, molto produttiva. Per serra e pieno campo. Le foglie vecchie colpite da oidio devono essere asportate periodicamente. Naturalmente resistente a virus."
H411,320,4,Cucurbitacee,Cucurbita,pepo,,Zucchino,Zucchino,Bolognese da riempiere,001111110000,80,0,100,40,40,giorni,4000,0,g,0,0,1,"Nuova varietà, dai tipici frutti a “botticella”, di ottimo sapore, ideali da fare ripieni. Per coltivazione di campo aperto e serra. Ciclo di raccolta precoce e produzione molto generosa. Naturalmente resistente a molti virus e mal bianco, per un raccolto prolungato nel tempo. Da quest’anno è disponibile anche in vasetto, oltre che in pack da 4 piante."
H425,317,4,Cucurbitacee,Cucurbita,pepo,,Zucchino,Zucchino,Chiaro con fiore,001111110000,80,0,120,40,40,giorni,4000,0,g,0,0,1,"Varietà miglioramento della varietà Altea. Molto ricercato sia per il caratteristico frutto verde screziato, leggermente costoluto di circa 20 cm, che per il bellissimo fiore. Produzione precoce, per serra e pieno campo. Facile da coltivare con metodo biologico, grazie alla naturale resistenza a più virus e mal bianco."
H427,710,4,Cucurbitacee,Cucurbita,pepo,,Zucchino,Zucchino,Chiaro da palo,001111000000,70,0,120,40,40,giorni,5000,0,g,0,0,1,"Varietà a portamento eretto, con frutto chiaro e fiore di buone dimensioni. Pianta salva spazio, naturalmente resistente a virus e malattie fogliari, che può essere coltivata in verticale, legata ad un sostegno. Per serra e pieno campo."
H410,318,4,Cucurbitacee,Cucurbita,pepo,,Zucchino,Zucchino,Chiaro faentino,011111111000,80,0,120,40,40,giorni,4000,0,g,0,0,1,"Varietà con frutti chiari screziati di scuro, di circa 15-20 cm. Pianta vigorosa a ciclo precoce , molto resistenti agli stress stagionali e produttive. Facile da coltivare con metodo biologico, grazie alla naturale resistenza a virus e al mal bianco. Le foglie più vecchie colpite da mal bianco possono essere tagliate periodicamente gettate nei rifiuti."
H426,327,4,Cucurbitacee,Cucurbita,pepo,,Zucchino,Zucchino,Da fiore,001111100000,100,0,200,40,40,giorni,50,0,unità,0,0,1,"Varietà di zucchino in grado di produrre moltissimi fiori maschili. Produce pochi frutti striati, di ottima qualità. Pianta forte, rampicante. Si consiglia la coltivazione verticale su rete, per occupare meno spazio nell’orto. Le foglie più vecchie colpite da mal bianco, devono essere tagliate."
H417,316,4,Cucurbitacee,Cucurbita,pepo,,Zucchino,Zucchino,Lungo bianco,011111110000,80,0,100,40,40,giorni,4000,0,g,0,0,1,"Eccellente varietà a frutto lungo cilindrico, molto chiaro, di 18-20 cm. Pianta sana e rustica, garantisce produzioni prolungate. Per serra e campo aperto.Facile da coltivare con metodo biologico, grazie alla naturale resistenza a più virus e mal bianco."
H418,647,4,Cucurbitacee,Cucurbita,pepo,,Zucchino,Zucchino,Lungo fiorentino,011111110000,80,0,120,40,40,giorni,4000,0,g,0,0,1,"Varietà vigorosa, molto apprezzata nell’areale tirrenico-laziale, con caratteristico frutto costoluto di circa 20 cm e fiore persistente. Facile da coltivare con metodo biologico, grazie alla naturale resistenza a più virus. Le foglie vecchie colpite da oidio devono essere asportate periodicamente."
H412,322,4,Cucurbitacee,Cucurbita,pepo,,Zucchino,Zucchino,Romanesco,011111111000,80,0,120,40,40,giorni,4000,0,g,0,0,1,"Tipologia costoluta con fiore, molto apprezzata per le sue qualità organolettiche. Si adatta sia alla serra che al campo aperto. Fiore grande e persistente. Facile da coltivare con metodo biologico, grazie alla naturale resistenza a più virus. Coltivabile sia in serra che in pieno campo."
H422,326,4,Cucurbitacee,Cucurbita,pepo,,Zucchino,Zucchino,Rugoso friulano,001111000000,80,0,120,40,40,giorni,2000,0,g,0,0,0,"Varietà di zucchina tipica della tradizione del Friuli Venezia Giulia. Ha ciclo precoce. Pianta vigorosa. Frutti caratteristici a collo d’oca. Polpa gustosa e consistente, poco acquosa, con aromi che ricordano la zucca. Il suo sapore si sposa perfettamente con risotti e frittate. Pianta delicata è consigliato trapianto con varietà della gamma Orto Mio virus resistenti."
H420,720,4,Cucurbitacee,Cucurbita,pepo,,Zucchino,Zucchino,Scuro,011111111000,80,0,120,40,40,giorni,5000,0,g,0,0,1,"È il classico zucchino scuro americano, il più coltivato al mondo, con frutti allungati di circa. 18-20 cm. Facile da coltivare con metodo biologico, grazie alla naturale resistenza a più virus e mal bianco. La pianta inizia la produzione dopo circa 40 giorni dal trapianto."
H421,321,4,Cucurbitacee,Cucurbita,pepo,,Zucchino,Zucchino,Tondo chiaro,001111110000,80,0,100,40,40,giorni,4000,0,g,0,0,1,"Varietà a frutto rotondo chiaro dal sapore dolce, ottimo ripieno o fritto. Pianta compatta, salva spazio. Facile da coltivare con metodo biologico, grazie alla naturale resistenza a più virus e mal bianco. Le foglie più vecchie, colpite da mal bianco, devono essere tagliate e asportate periodicamente."
